given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
Mehmet,2016-04-15,2016-04-15,Koyuturk,NA,,0000-0002-3434-5512,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Jennings Professor of Computing Sciences,http://compbio.case.edu/koyuturk/,0,public,2018-07-23,2007,07,01,NA,NA,NA
Sherise,2019-01-10,2019-01-10,McKinney,NA,,0000-0002-9214-6060,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,National Initiative on Mixed-Income Communities,Research Associate,NA,1,public,2019-01-10,2017,09,NA,NA,NA,NA
Ritesh,2019-09-10,2019-09-10,KC,NA,,0000-0002-8772-3425,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Neurosciences ,Graduate Student,NA,1,public,2022-02-17,2017,08,15,NA,NA,NA
Patricia,2020-12-09,2020-12-09,Princehouse,NA,,0000-0001-9848-5621,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Institute for the Science of Origins ,"Assoc Director, ISO; Director, Program in Evolutionary Biology",http://Origins.case.edu,1,public,2020-12-09,2010,01,01,NA,NA,NA
Arvind Shankar,2020-09-03,2020-09-03,Kumar,NA,,0000-0003-0079-2506,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,PhD student,NA,1,public,2020-09-03,2016,08,29,NA,NA,NA
Li,2022-04-05,2022-04-05,Wang,NA,,0000-0002-1164-5184,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2022-04-05,NA,NA,NA,NA,NA,NA
Fumiaki,2017-06-04,2017-06-04,Takahashi,NA,,0000-0003-2224-0745,"Fumiaki Takahashi is a professor in the Department of Mechanical and Aerospace Engineering at Case Western Reserve University. He has a Doctor of Engineering degree in mechanical engineering. His research focuses on combustion and fire science in the areas of flame stabilization, flame structure, microgravity combustion, soot formation, droplet combustion, laser diagnostics, aircraft/spacecraft fire safety, fire suppression, halon replacements, fire retardants, fire blankets, intumescent coatings, smoke toxicity, and firefighter environmental sensors.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Professor,NA,0,public,2017-12-14,2000,03,01,NA,NA,NA
Chris,2016-04-15,2016-04-15,Yuan,NA,,0000-0002-7744-7252,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2018-07-05,2016,12,01,NA,NA,NA
Henry J,2019-07-07,2019-07-07,Squire,NA,,0000-0002-7125-6885,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Chemical and Biomolecular Engineering,Graduate Researcher,NA,1,public,2019-07-08,2018,09,NA,NA,NA,NA
Henry J,2019-07-07,2019-07-07,Squire,NA,,0000-0002-7125-6885,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Chemical and Biomolecular Engineering,Undergraduate Researcher,NA,1,public,2019-07-08,2017,10,NA,NA,NA,NA
Malcolm,2018-07-10,2018-07-10,Cooke,NA,,0000-0002-7923-383X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace,"Associate Professor, Sears think[box] Executive Director",http://thinkbox.case.edu,0,public,2018-07-10,2010,08,01,NA,NA,NA
Vincenzo,2016-04-15,2016-04-15,Liberatore,NA,,0000-0002-1081-0416, ,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Associate Professor,http://eida.case.edu/,0,public,2018-07-11,2006,08,01,NA,NA,NA
Chris,2016-04-15,2016-04-15,Flask,NA,,0000-0002-1066-333X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Radiology,Professor,NA,1,public,2022-06-01,2006,NA,NA,NA,NA,NA
Zhengyi,2016-04-25,2016-04-25,Chen,NA,,0000-0002-2745-4454,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Population and Quantitative Health Sciences,Senior Biostatistical Research Associate,NA,1,public,2021-10-07,2020,02,07,NA,NA,NA
Luma ,2022-06-07,2022-06-07,AlMasarweh,NA,,0000-0001-9861-2862,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Begun Center for Violence Prevention Research and Education Jack, Joseph, & Morton Mandel School of Applied Social Sciences",Research Associate,https://case.edu/socialwork/about/directory-faculty-and-staff/luma-almasarweh,1,public,2022-06-07,2022,01,04,NA,NA,NA
Karen,2018-08-28,2018-08-28,Ishler,NA,,0000-0002-3278-5573,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph and Morton Mandel School of Applied Social Sciences",Senior Research Associate,NA,1,public,2018-09-25,2013,08,01,NA,NA,NA
Chih-Chia,2018-08-29,2018-08-29,Su,Chih-Chia Su,,0000-0003-3646-327X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pharmacology,NA,NA,1,public,2022-06-01,NA,NA,NA,NA,NA,NA
Farshad,2019-11-02,2019-11-02,Forouz,NA,,0000-0002-3281-4442,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cardiology,Assistant Professor of Medicine,http://www.farshadforouzandehmd.com/,1,public,2020-09-06,2017,07,01,NA,NA,NA
Irina,2016-04-15,2016-04-15,Pikuleva,NA,,0000-0001-9742-6232,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Ophthalmology and Visual Sciences,Professor,NA,1,public,2021-05-05,2008,11,01,NA,NA,NA
Jesse,2016-04-15,2016-04-15,Berezovsky,NA,,0000-0002-9992-6801,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Associate Professor,NA,1,public,2018-10-31,2010,07,01,NA,NA,NA
Farkas,2018-09-21,2018-09-21,Kathleen,NA,,0000-0002-1937-3603,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph and Morton Mandel School of Applied Social Science",NA,NA,1,public,2018-09-21,1988,10,01,NA,NA,NA
Colleen,2016-04-15,2016-04-15,Croniger,NA,,0000-0002-8300-0983,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Nutrition,Associate Profesor,NA,0,public,2016-03-08,1996,NA,NA,NA,NA,NA
Made Airanthi K.,2019-01-04,2019-01-04,Widjaja-Adhi,NA,,0000-0002-0589-2605,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2020-05-14,NA,NA,NA,NA,NA,NA
Aaron,2017-04-26,2017-04-26,Weinberg,NA,,0000-0002-9960-7181,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biological Sciences SODM,Professor,NA,1,public,2021-12-14,1998,09,01,NA,NA,NA
Leina,2017-04-17,2017-04-17,Lu,Leina Lu,,0000-0001-9878-1068,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics and Genome Sciences,Postdoctral scholar,NA,0,public,2017-04-17,2015,08,01,NA,NA,NA
Yue,2018-10-05,2018-10-05,Li,NA,,0000-0002-2654-1580,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Civil Engineering,Professor,http://engineering.case.edu/profiles/yxl1566,1,public,2018-10-05,2016,01,01,NA,NA,NA
Mark,2017-04-20,2017-04-20,Joseph,NA,,0000-0003-0861-8449,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph and Mandel School of Applied Social Sciences",Leona Bevis and Marguerite Haynam Associate Professor of Community Development,https://case.edu/socialwork/about/directory/mark-l-joseph,1,public,2019-01-05,2006,06,01,NA,NA,NA
Eunlye,2016-04-16,2016-04-16,Lee,NA,,0000-0003-4285-7857,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Pediatrics,T32 Postdoctoral Fellow,NA,1,public,2016-01-21,2018,06,NA,NA,NA,NA
Niha,2017-09-07,2017-09-07,Beig,NA,,0000-0002-1150-5886,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,PhD Candidate,NA,1,public,2018-10-31,2015,08,01,NA,NA,NA
Fredrick,2016-04-15,2016-04-15,Butcher,NA,,0000-0002-2009-2681,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2018-09-21,2012,08,01,NA,NA,NA
Thomas E,2016-04-16,2016-04-16,Dick,NA,,0000-0003-3287-8566,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Professor of Medicine,NA,0,public,2016-05-22,1986,04,01,NA,NA,NA
Sara,2020-08-26,2020-08-26,Taki,NA,,0000-0001-6941-6942,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physiology and Biophysics,PhD candidate,NA,1,public,2020-08-26,NA,NA,NA,NA,NA,NA
Yifan,2018-10-06,2018-10-06,Guo,NA,,0000-0002-9700-5005,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Research Assistant,NA,1,public,2018-10-06,2017,05,20,NA,NA,NA
Thomas,2021-01-15,2021-01-15,Kelley,NA,,0000-0003-3867-4433,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics and Genome Sciences,Professor,NA,1,public,2021-01-15,NA,NA,NA,NA,NA,NA
Zhengyu,2022-06-07,2022-06-07,Fang,NA,,0000-0001-7835-0543,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Computer Science,Research assistance,NA,1,public,2022-06-07,2022,09,NA,NA,NA,NA
Eric,2019-02-06,2019-02-06,Blackstone,NA,,0000-0003-1780-514X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,NA,NA,NA,1,public,2020-02-27,NA,NA,NA,NA,NA,NA
CHRISTIAN,2016-04-15,2016-04-15,CARLONI,NA,,0000-0003-1663-7535,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Civil Engineering ,Associate Professor ,NA,1,public,2018-11-19,2018,08,15,NA,NA,NA
Joshua,2018-10-01,2018-10-01,Holmes,NA,,0000-0003-0288-2484,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Physiology and Biophysics,Research Assistant,NA,1,public,2020-06-22,2018,05,01,NA,NA,NA
Ozan,2016-04-16,2016-04-16,Akkus,NA,,0000-0003-3523-3421,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Professsor,http://engineering.case.edu/groups/Akkus_Lab/,0,public,2017-12-14,2011,07,01,NA,NA,NA
Utku,2020-06-22,2020-06-22,Goreke,NA,,0000-0001-7973-9120,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Graduate Student,NA,1,public,2020-06-22,NA,NA,NA,NA,NA,NA
Michael,2018-04-15,2018-04-15,Benard,NA,,0000-0002-8585-3816,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Biology,NA,http://www.mister-toad.com,0,public,2018-07-20,2008,07,01,NA,NA,NA
Kaylee,2018-06-07,2018-06-07,Sarna,NA,,0000-0003-3533-111X,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,UH Psychiatry,Data manager,NA,1,public,2020-06-03,NA,NA,NA,NA,NA,NA
Jeremy,2018-12-15,2018-12-15,Bendik-Keymer,NA,,0000-0002-3224-1090,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Philosophy,Beamer-Schneider Professor in Ethics & Associate Professor of Philosophy,http://philosophy.case.edu/faculty/jeremy-david-bendik-keymer/,1,public,2018-12-15,NA,NA,NA,NA,NA,NA
stephen,2016-04-15,2016-04-15,lewis,NA,,0000-0001-7050-0666,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatrics and Pharmacology,Professor,NA,0,public,2014-03-17,2013,05,01,NA,NA,NA
Kenneth,2016-04-15,2016-04-15,Loparo,NA,,0000-0002-9286-7765,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Arthur L. Parker Professor ,NA,1,public,2018-01-02,1979,07,01,NA,NA,NA
Samuel,2018-06-08,2018-06-08,Senyo,NA,,0000-0002-9206-6845,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Enginering,Assistant Profeessor,NA,0,public,2018-06-08,2016,01,01,NA,NA,NA
Pedram,2016-07-14,2016-07-14,Mohseni,NA,,0000-0002-2849-4677,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Electrical, Computer, and Systems Engineering",NA,NA,1,public,2019-08-08,NA,NA,NA,NA,NA,NA
Jeffrey,2016-04-15,2016-04-15,Capadona,NA,,0000-0001-8030-6947,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Associate Prof,NA,0,public,2017-12-13,2010,01,01,NA,NA,NA
Seunghee,2016-04-15,2016-04-15,Margevicius,NA,,0000-0001-5663-8319,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Epidemiology and Biostatistics,Biostatistician,NA,0,public,2016-03-30,NA,NA,NA,NA,NA,NA
Jacob,2016-04-15,2016-04-15,Antunes,NA,,0000-0002-5437-5639,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Biomedical Engineering,Graduate Research Assistant,NA,0,public,2016-08-16,NA,NA,NA,NA,NA,NA
Peter,2018-08-05,2018-08-05,Yang,NA,,0000-0003-2933-7646,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Modern Languages and Literatures,Associate Professor,https://www.researchgate.net/profile/Peter_Yang4,1,public,2020-11-10,NA,NA,NA,NA,NA,NA
Juan,2016-04-15,2016-04-15,Palomo,NA,,0000-0001-9874-2595,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Orthodontics,Tenured Faculty - Director of Residency,NA,0,public,2014-06-21,1998,NA,NA,NA,NA,NA
Dominique,2016-04-15,2016-04-15,Durand,NA,,0000-0002-8355-6324,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Professor,NA,0,public,2018-01-19,1983,01,01,NA,NA,NA
Taiwo,2019-06-28,2019-06-28,Faloni,NA,,0000-0001-7097-9849,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,Graduate Student/ Research Assistant,NA,1,public,2022-06-25,2021,08,22,NA,NA,NA
Grant,2017-08-03,2017-08-03,Pignatiello,NA,,0000-0002-0119-6979,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,NA,NA,NA,1,public,2020-06-28,NA,NA,NA,NA,NA,NA
Sarah,2019-08-07,2019-08-07,Venus,NA,,0000-0002-3450-3816,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for RNA Science and Therapeutics,Graduate Research Assistant,NA,1,public,2019-08-07,2017,05,01,NA,NA,NA
Sanjay,2016-04-15,2016-04-15,Gupta,NA,,0000-0002-9492-3249,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Urology,Professor & Research Director,NA,0,public,2016-01-21,NA,NA,NA,NA,NA,NA
Sanjay,2022-03-14,2022-03-14,Ahuja,NA,,0000-0002-0178-7947,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatrics,"Director, Hemophilia Treatment Center",NA,1,public,2022-03-14,2008,09,01,NA,NA,NA
Xiaoxiao,2017-04-14,2017-04-14,Liu,Xiaoxiao Liu,,0000-0001-8115-8624,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Genetics and Genome Sciences,NA,NA,0,public,2017-04-14,2016,02,NA,NA,NA,NA
Mary A. ,2016-04-15,2016-04-15,Dolansky,Mary A. Dolansky,,0000-0002-6472-1275,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Nursing,Associate Professor,https://case.edu/nursing/about/fpb-directories/faculty-directory/mary-dolansky,1,public,2019-11-28,2007,07,01,NA,NA,NA
Alena,2021-10-15,2021-10-15,Sorensen,NA,,0000-0003-1473-6994,NA,,,,,Case Western Reserve University,CLEVELAND,Ohio,US,NA,NA,Center on Urban Poverty & Community Development,Data Analyst,NA,1,public,2021-10-15,2020,06,15,NA,NA,NA
Erika,2016-04-15,2016-04-15,Trapl,NA,,0000-0002-5021-8505,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Population and Quantitative Health Sciences,Associate Professor,NA,1,public,2019-06-01,2018,07,01,NA,NA,NA
Pingfu,2016-04-15,2016-04-15,Fu,NA,,0000-0002-2334-5218,"With a broad training in mathematics, statistics/biostatistics and computer science, the majority of my work is collaborative, interdisciplinary research, which aligns with the School of Medicine's mission of carrying out cutting-edge biomedical research.

The content areas of my research interests include cancer, HIV/AIDS, dermatology and behavior problems in children among others. My primary interests in these areas include providing advice for researchers in terms of study design, the best practice for estimation, diagnostics, and use of appropriate statistical methods to analyze the complex data from pre-clinical and clinical studies.

My methodologic research interests are in the areas of survival analysis, study design, measurements with limits of detection, tree-based methods, problem of separation and copula models to estimate the correlation of bivariate failure times.",,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Population and Quantitative Health Sciences,Profess,http://bfox.cwru.edu/~pxf,1,public,2020-07-05,2020,07,01,NA,NA,NA
Christian,2017-01-18,2017-01-18,Zorman,NA,,0000-0001-9773-9351,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Professor,NA,0,public,2017-11-08,2002,07,01,NA,NA,NA
Ethan,2018-12-04,2018-12-04,Walker,NA,,0000-0002-5132-8191,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,NA,NA,1,public,2020-08-10,NA,NA,NA,NA,NA,NA
James,2018-01-10,2018-01-10,Basilion,NA,,0000-0002-8659-3307,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Radiology and Biomedical Engineering,NA,NA,0,public,2018-06-06,2005,09,01,NA,NA,NA
Manish,2019-12-26,2019-12-26,Kasliwal,NA,,0000-0003-0412-859X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Neurological Surgery,Assistant Professor,NA,1,public,2019-12-26,2016,04,01,NA,NA,NA
Satish,2018-05-25,2018-05-25,Viswanath,Satish E. Viswanath,,0000-0003-4550-8337,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Assistant Professor,http://engineering.case.edu/groups/inventlab/home,0,public,2018-06-06,2016,NA,NA,NA,NA,NA
Mark,2017-09-25,2017-09-25,Turner,NA,,0000-0002-2089-5978,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Institute Professor,NA,0,public,2017-09-25,2004,03,01,NA,NA,NA
Xiong,2016-04-15,2016-04-15,Yu,NA,,0000-0001-6879-2567,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Civil Engineering,Professor,NA,0,public,2017-12-13,2005,01,19,NA,NA,NA
Xiaofeng,2018-10-27,2018-10-27,Zhu,NA,,0000-0003-0037-411X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Population and Quantitative Health Sciences,Professor,NA,1,public,2018-10-27,2006,10,NA,NA,NA,NA
Hongsheng,2019-09-04,2019-09-04,Wang,NA,,0000-0001-6977-3181,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Neurosciences,Senior Researcher,NA,1,public,2019-09-04,2020,07,01,NA,NA,NA
Pallavi,2016-04-15,2016-04-15,Tiwari,NA,,0000-0001-9477-4856,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Assistant Professor,NA,0,public,2017-12-13,2016,01,01,NA,NA,NA
Ma. Guadalupe,2020-01-18,2020-01-18,Segura Covarrubias,Guadalupe Segura-Covarrubias,,0000-0002-0979-181X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physiology and Biophysics ,Postdoctoral Scholar ,NA,1,public,2022-06-24,NA,NA,NA,NA,NA,NA
